TKT,I1,NW1,NW2,NW3
,,nonwinner08.ai,nonwinner09.ai,nonwinner01.ai
14,playticket.ai,hold08.ai,hold21.ai,hold44.ai
,,nonwinner06.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner08.ai,nonwinner07.ai,nonwinner06.ai
,,nonwinner02.ai,nonwinner05.ai,nonwinner09.ai
,,nonwinner05.ai,nonwinner04.ai,nonwinner02.ai
,,nonwinner05.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner06.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner08.ai,nonwinner05.ai,nonwinner09.ai
,,nonwinner09.ai,nonwinner06.ai,nonwinner04.ai
,,nonwinner07.ai,nonwinner02.ai,nonwinner04.ai
,,nonwinner02.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner02.ai,nonwinner08.ai,nonwinner09.ai
,,nonwinner01.ai,nonwinner09.ai,nonwinner05.ai
,,nonwinner09.ai,nonwinner08.ai,nonwinner02.ai
,,nonwinner08.ai,nonwinner07.ai,nonwinner05.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner02.ai
,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner09.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner09.ai,nonwinner03.ai,nonwinner08.ai
,,nonwinner08.ai,nonwinner04.ai,nonwinner06.ai
,,nonwinner03.ai,nonwinner09.ai,nonwinner01.ai
,,nonwinner09.ai,nonwinner05.ai,nonwinner08.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner02.ai
,,nonwinner07.ai,nonwinner08.ai,nonwinner09.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner04.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
,,nonwinner06.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner09.ai,nonwinner02.ai,nonwinner01.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner02.ai
,,nonwinner06.ai,nonwinner03.ai,nonwinner09.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner03.ai
,,nonwinner06.ai,nonwinner05.ai,nonwinner01.ai
,,nonwinner07.ai,nonwinner04.ai,nonwinner05.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner02.ai
,,nonwinner07.ai,nonwinner06.ai,nonwinner03.ai
11,playticket.ai,hold19.ai,hold39.ai,hold49.ai
,,nonwinner06.ai,nonwinner01.ai,nonwinner08.ai
,,nonwinner02.ai,nonwinner07.ai,nonwinner03.ai
10,playticket.ai,hold05.ai,hold30.ai,hold75.ai
,,nonwinner03.ai,nonwinner09.ai,nonwinner08.ai
,,nonwinner03.ai,nonwinner06.ai,nonwinner05.ai
,,nonwinner03.ai,nonwinner06.ai,nonwinner09.ai
,,nonwinner03.ai,nonwinner01.ai,nonwinner09.ai
,,nonwinner09.ai,nonwinner08.ai,nonwinner02.ai
9,playticket.ai,hold12.ai,hold38.ai,hold53.ai
,,nonwinner02.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner04.ai,nonwinner08.ai,nonwinner02.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner02.ai
3,playticket.ai,hold15.ai,hold26.ai,hold36.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner07.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner04.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner05.ai
,,nonwinner07.ai,nonwinner04.ai,nonwinner05.ai
,,nonwinner02.ai,nonwinner05.ai,nonwinner08.ai
,,nonwinner01.ai,nonwinner09.ai,nonwinner06.ai
,,nonwinner02.ai,nonwinner06.ai,nonwinner05.ai
,,nonwinner07.ai,nonwinner09.ai,nonwinner06.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner05.ai
10,playticket.ai,hold05.ai,hold30.ai,hold75.ai
,,nonwinner06.ai,nonwinner05.ai,nonwinner04.ai
,,nonwinner07.ai,nonwinner04.ai,nonwinner05.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner04.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
7,playticket.ai,hold16.ai,hold31.ai,hold51.ai
,,nonwinner02.ai,nonwinner09.ai,nonwinner08.ai
,,nonwinner04.ai,nonwinner06.ai,nonwinner05.ai
,,nonwinner05.ai,nonwinner03.ai,nonwinner09.ai
12,playticket.ai,hold13.ai,hold57.ai,hold72.ai
,,nonwinner01.ai,nonwinner03.ai,nonwinner02.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner05.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner09.ai
,,nonwinner01.ai,nonwinner08.ai,nonwinner07.ai
,,nonwinner09.ai,nonwinner08.ai,nonwinner02.ai
,,nonwinner08.ai,nonwinner05.ai,nonwinner03.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner03.ai
,,nonwinner04.ai,nonwinner07.ai,nonwinner08.ai
,,nonwinner09.ai,nonwinner04.ai,nonwinner02.ai
,,nonwinner08.ai,nonwinner07.ai,nonwinner05.ai
,,nonwinner02.ai,nonwinner05.ai,nonwinner09.ai
,,nonwinner02.ai,nonwinner05.ai,nonwinner01.ai
,,nonwinner09.ai,nonwinner08.ai,nonwinner04.ai
,,nonwinner03.ai,nonwinner07.ai,nonwinner01.ai
,,nonwinner05.ai,nonwinner09.ai,nonwinner04.ai
,,nonwinner07.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner08.ai,nonwinner04.ai,nonwinner09.ai
,,nonwinner01.ai,nonwinner08.ai,nonwinner05.ai
,,nonwinner09.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner08.ai,nonwinner05.ai,nonwinner03.ai
,,nonwinner08.ai,nonwinner04.ai,nonwinner06.ai
22,playticket.ai,hold07.ai,hold47.ai,hold73.ai
,,nonwinner07.ai,nonwinner09.ai,nonwinner06.ai
,,nonwinner08.ai,nonwinner09.ai,nonwinner04.ai
15,playticket.ai,hold14.ai,hold55.ai,hold61.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner01.ai
,,nonwinner01.ai,nonwinner08.ai,nonwinner05.ai
,,nonwinner02.ai,nonwinner09.ai,nonwinner06.ai
,,nonwinner07.ai,nonwinner04.ai,nonwinner01.ai
20,playticket.ai,hold03.ai,hold37.ai,hold69.ai
23,playticket.ai,hold17.ai,hold50.ai,hold67.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner07.ai
,,nonwinner07.ai,nonwinner02.ai,nonwinner09.ai
,,nonwinner04.ai,nonwinner03.ai,nonwinner01.ai
,,nonwinner06.ai,nonwinner03.ai,nonwinner08.ai
,,nonwinner09.ai,nonwinner02.ai,nonwinner03.ai
,,nonwinner04.ai,nonwinner07.ai,nonwinner08.ai
25,playticket.ai,hold23.ai,hold33.ai,hold68.ai
,,nonwinner02.ai,nonwinner03.ai,nonwinner01.ai
,,nonwinner01.ai,nonwinner03.ai,nonwinner07.ai
,,nonwinner02.ai,nonwinner01.ai,nonwinner04.ai
13,playticket.ai,hold24.ai,hold34.ai,hold62.ai
4,playticket.ai,hold11.ai,hold41.ai,hold64.ai
,,nonwinner09.ai,nonwinner08.ai,nonwinner05.ai
,,nonwinner08.ai,nonwinner05.ai,nonwinner04.ai
12,playticket.ai,hold13.ai,hold57.ai,hold72.ai
,,nonwinner06.ai,nonwinner04.ai,nonwinner01.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner08.ai
,,nonwinner09.ai,nonwinner05.ai,nonwinner02.ai
,,nonwinner02.ai,nonwinner09.ai,nonwinner06.ai
,,nonwinner08.ai,nonwinner09.ai,nonwinner04.ai
,,nonwinner06.ai,nonwinner01.ai,nonwinner08.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner06.ai
,,nonwinner08.ai,nonwinner03.ai,nonwinner06.ai
,,nonwinner08.ai,nonwinner05.ai,nonwinner04.ai
,,nonwinner03.ai,nonwinner06.ai,nonwinner09.ai
25,playticket.ai,hold23.ai,hold33.ai,hold68.ai
,,nonwinner07.ai,nonwinner05.ai,nonwinner06.ai
,,nonwinner03.ai,nonwinner09.ai,nonwinner01.ai
,,nonwinner09.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner05.ai,nonwinner06.ai,nonwinner03.ai
,,nonwinner07.ai,nonwinner02.ai,nonwinner09.ai
,,nonwinner07.ai,nonwinner05.ai,nonwinner09.ai
,,nonwinner08.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner06.ai,nonwinner04.ai,nonwinner01.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
19,playticket.ai,hold25.ai,hold60.ai,hold63.ai
,,nonwinner06.ai,nonwinner04.ai,nonwinner01.ai
,,nonwinner07.ai,nonwinner01.ai,nonwinner05.ai
,,nonwinner07.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner04.ai,nonwinner06.ai,nonwinner05.ai
,,nonwinner03.ai,nonwinner06.ai,nonwinner07.ai
,,nonwinner09.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner06.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner06.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner08.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner04.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner05.ai
,,nonwinner02.ai,nonwinner06.ai,nonwinner05.ai
5,playticket.ai,hold27.ai,hold56.ai,hold74.ai
,,nonwinner03.ai,nonwinner06.ai,nonwinner09.ai
,,nonwinner06.ai,nonwinner04.ai,nonwinner07.ai
,,nonwinner05.ai,nonwinner09.ai,nonwinner08.ai
,,nonwinner05.ai,nonwinner07.ai,nonwinner09.ai
,,nonwinner05.ai,nonwinner02.ai,nonwinner03.ai
,,nonwinner07.ai,nonwinner02.ai,nonwinner01.ai
,,nonwinner08.ai,nonwinner04.ai,nonwinner07.ai
,,nonwinner05.ai,nonwinner04.ai,nonwinner02.ai
,,nonwinner05.ai,nonwinner04.ai,nonwinner02.ai
22,playticket.ai,hold07.ai,hold47.ai,hold73.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner03.ai
,,nonwinner04.ai,nonwinner09.ai,nonwinner01.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner01.ai
,,nonwinner09.ai,nonwinner05.ai,nonwinner08.ai
,,nonwinner02.ai,nonwinner06.ai,nonwinner07.ai
,,nonwinner05.ai,nonwinner07.ai,nonwinner01.ai
,,nonwinner05.ai,nonwinner02.ai,nonwinner03.ai
,,nonwinner08.ai,nonwinner02.ai,nonwinner07.ai
,,nonwinner02.ai,nonwinner04.ai,nonwinner09.ai
,,nonwinner02.ai,nonwinner04.ai,nonwinner08.ai
,,nonwinner05.ai,nonwinner07.ai,nonwinner09.ai
,,nonwinner09.ai,nonwinner05.ai,nonwinner02.ai
,,nonwinner07.ai,nonwinner04.ai,nonwinner01.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner04.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner09.ai
,,nonwinner06.ai,nonwinner01.ai,nonwinner05.ai
,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner04.ai,nonwinner08.ai,nonwinner07.ai
,,nonwinner05.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner07.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner08.ai,nonwinner01.ai,nonwinner09.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner04.ai
,,nonwinner03.ai,nonwinner08.ai,nonwinner05.ai
,,nonwinner05.ai,nonwinner03.ai,nonwinner09.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner05.ai
,,nonwinner06.ai,nonwinner01.ai,nonwinner04.ai
,,nonwinner02.ai,nonwinner05.ai,nonwinner08.ai
,,nonwinner07.ai,nonwinner06.ai,nonwinner04.ai
,,nonwinner08.ai,nonwinner04.ai,nonwinner07.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner06.ai
,,nonwinner04.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner07.ai,nonwinner05.ai,nonwinner08.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner04.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner07.ai
,,nonwinner09.ai,nonwinner05.ai,nonwinner08.ai
,,nonwinner04.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner07.ai,nonwinner08.ai,nonwinner01.ai
10,playticket.ai,hold05.ai,hold30.ai,hold75.ai
,,nonwinner03.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner05.ai,nonwinner07.ai,nonwinner06.ai
11,playticket.ai,hold19.ai,hold39.ai,hold49.ai
,,nonwinner06.ai,nonwinner01.ai,nonwinner05.ai
,,nonwinner09.ai,nonwinner06.ai,nonwinner04.ai
,,nonwinner05.ai,nonwinner06.ai,nonwinner03.ai
,,nonwinner04.ai,nonwinner03.ai,nonwinner08.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner04.ai
,,nonwinner08.ai,nonwinner05.ai,nonwinner09.ai
1,playticket.ai,hold20.ai,hold43.ai,hold52.ai
,,nonwinner01.ai,nonwinner09.ai,nonwinner06.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner09.ai
,,nonwinner04.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner07.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner07.ai,nonwinner05.ai,nonwinner09.ai
,,nonwinner07.ai,nonwinner05.ai,nonwinner03.ai
,,nonwinner09.ai,nonwinner06.ai,nonwinner04.ai
,,nonwinner06.ai,nonwinner04.ai,nonwinner07.ai
,,nonwinner02.ai,nonwinner04.ai,nonwinner09.ai
20,playticket.ai,hold03.ai,hold37.ai,hold69.ai
,,nonwinner05.ai,nonwinner06.ai,nonwinner07.ai
,,nonwinner05.ai,nonwinner06.ai,nonwinner07.ai
,,nonwinner08.ai,nonwinner05.ai,nonwinner09.ai
,,nonwinner07.ai,nonwinner05.ai,nonwinner09.ai
,,nonwinner02.ai,nonwinner09.ai,nonwinner08.ai
22,playticket.ai,hold07.ai,hold47.ai,hold73.ai
,,nonwinner05.ai,nonwinner08.ai,nonwinner09.ai
,,nonwinner09.ai,nonwinner02.ai,nonwinner08.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner04.ai
,,nonwinner09.ai,nonwinner06.ai,nonwinner04.ai
,,nonwinner09.ai,nonwinner03.ai,nonwinner01.ai
,,nonwinner07.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner08.ai,nonwinner09.ai,nonwinner04.ai
,,nonwinner05.ai,nonwinner07.ai,nonwinner09.ai
25,playticket.ai,hold23.ai,hold33.ai,hold68.ai
2,playticket.ai,hold04.ai,hold54.ai,hold65.ai
,,nonwinner04.ai,nonwinner01.ai,nonwinner06.ai
23,playticket.ai,hold17.ai,hold50.ai,hold67.ai
,,nonwinner05.ai,nonwinner09.ai,nonwinner08.ai
,,nonwinner06.ai,nonwinner04.ai,nonwinner01.ai
,,nonwinner04.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner05.ai,nonwinner08.ai,nonwinner09.ai
,,nonwinner07.ai,nonwinner05.ai,nonwinner03.ai
,,nonwinner06.ai,nonwinner03.ai,nonwinner04.ai
,,nonwinner06.ai,nonwinner03.ai,nonwinner09.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner09.ai
,,nonwinner04.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner09.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
,,nonwinner04.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner07.ai
,,nonwinner05.ai,nonwinner02.ai,nonwinner03.ai
,,nonwinner07.ai,nonwinner09.ai,nonwinner06.ai
14,playticket.ai,hold08.ai,hold21.ai,hold44.ai
,,nonwinner04.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
,,nonwinner07.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner09.ai,nonwinner02.ai,nonwinner01.ai
,,nonwinner06.ai,nonwinner09.ai,nonwinner05.ai
,,nonwinner07.ai,nonwinner04.ai,nonwinner06.ai
,,nonwinner07.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner07.ai,nonwinner04.ai,nonwinner06.ai
,,nonwinner07.ai,nonwinner06.ai,nonwinner03.ai
,,nonwinner05.ai,nonwinner08.ai,nonwinner01.ai
,,nonwinner06.ai,nonwinner04.ai,nonwinner07.ai
,,nonwinner06.ai,nonwinner07.ai,nonwinner01.ai
,,nonwinner07.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner08.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner05.ai,nonwinner02.ai,nonwinner03.ai
,,nonwinner04.ai,nonwinner03.ai,nonwinner08.ai
,,nonwinner02.ai,nonwinner05.ai,nonwinner09.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner01.ai
,,nonwinner09.ai,nonwinner04.ai,nonwinner02.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner02.ai
,,nonwinner05.ai,nonwinner08.ai,nonwinner01.ai
,,nonwinner07.ai,nonwinner04.ai,nonwinner08.ai
2,playticket.ai,hold04.ai,hold54.ai,hold65.ai
,,nonwinner07.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner03.ai,nonwinner06.ai,nonwinner02.ai
1,playticket.ai,hold20.ai,hold43.ai,hold52.ai
,,nonwinner03.ai,nonwinner06.ai,nonwinner09.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner05.ai
,,nonwinner03.ai,nonwinner06.ai,nonwinner09.ai
,,nonwinner04.ai,nonwinner03.ai,nonwinner01.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner09.ai
,,nonwinner06.ai,nonwinner02.ai,nonwinner01.ai
,,nonwinner06.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner09.ai,nonwinner03.ai,nonwinner01.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
,,nonwinner07.ai,nonwinner04.ai,nonwinner01.ai
,,nonwinner09.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner01.ai,nonwinner03.ai,nonwinner07.ai
,,nonwinner05.ai,nonwinner09.ai,nonwinner04.ai
,,nonwinner07.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner09.ai,nonwinner05.ai,nonwinner08.ai
,,nonwinner02.ai,nonwinner06.ai,nonwinner07.ai
,,nonwinner03.ai,nonwinner08.ai,nonwinner09.ai
12,playticket.ai,hold13.ai,hold57.ai,hold72.ai
,,nonwinner08.ai,nonwinner04.ai,nonwinner09.ai
,,nonwinner06.ai,nonwinner01.ai,nonwinner03.ai
9,playticket.ai,hold12.ai,hold38.ai,hold53.ai
,,nonwinner09.ai,nonwinner03.ai,nonwinner01.ai
,,nonwinner08.ai,nonwinner09.ai,nonwinner04.ai
,,nonwinner08.ai,nonwinner01.ai,nonwinner09.ai
,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner05.ai,nonwinner06.ai,nonwinner07.ai
,,nonwinner02.ai,nonwinner06.ai,nonwinner05.ai
,,nonwinner01.ai,nonwinner03.ai,nonwinner07.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
,,nonwinner04.ai,nonwinner07.ai,nonwinner08.ai
,,nonwinner07.ai,nonwinner06.ai,nonwinner03.ai
,,nonwinner07.ai,nonwinner01.ai,nonwinner05.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner07.ai
5,playticket.ai,hold27.ai,hold56.ai,hold74.ai
7,playticket.ai,hold16.ai,hold31.ai,hold51.ai
,,nonwinner02.ai,nonwinner04.ai,nonwinner08.ai
,,nonwinner06.ai,nonwinner01.ai,nonwinner08.ai
,,nonwinner06.ai,nonwinner03.ai,nonwinner07.ai
,,nonwinner05.ai,nonwinner03.ai,nonwinner09.ai
,,nonwinner03.ai,nonwinner04.ai,nonwinner07.ai
5,playticket.ai,hold27.ai,hold56.ai,hold74.ai
,,nonwinner06.ai,nonwinner09.ai,nonwinner05.ai
,,nonwinner05.ai,nonwinner07.ai,nonwinner01.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner06.ai
,,nonwinner07.ai,nonwinner06.ai,nonwinner04.ai
,,nonwinner05.ai,nonwinner09.ai,nonwinner04.ai
,,nonwinner07.ai,nonwinner01.ai,nonwinner05.ai
18,playticket.ai,hold09.ai,hold45.ai,hold59.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner05.ai
,,nonwinner07.ai,nonwinner01.ai,nonwinner05.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner08.ai
,,nonwinner04.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner05.ai,nonwinner08.ai,nonwinner01.ai
,,nonwinner09.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner04.ai,nonwinner06.ai,nonwinner03.ai
,,nonwinner02.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner05.ai,nonwinner02.ai,nonwinner04.ai
,,nonwinner07.ai,nonwinner08.ai,nonwinner09.ai
,,nonwinner06.ai,nonwinner03.ai,nonwinner09.ai
,,nonwinner05.ai,nonwinner09.ai,nonwinner08.ai
,,nonwinner04.ai,nonwinner01.ai,nonwinner09.ai
1,playticket.ai,hold20.ai,hold43.ai,hold52.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
,,nonwinner02.ai,nonwinner07.ai,nonwinner03.ai
19,playticket.ai,hold25.ai,hold60.ai,hold63.ai
,,nonwinner03.ai,nonwinner08.ai,nonwinner05.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner01.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner06.ai
,,nonwinner02.ai,nonwinner04.ai,nonwinner08.ai
,,nonwinner04.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner06.ai,nonwinner09.ai,nonwinner05.ai
,,nonwinner04.ai,nonwinner06.ai,nonwinner03.ai
,,nonwinner06.ai,nonwinner05.ai,nonwinner04.ai
,,nonwinner05.ai,nonwinner04.ai,nonwinner09.ai
,,nonwinner07.ai,nonwinner01.ai,nonwinner08.ai
3,playticket.ai,hold15.ai,hold26.ai,hold36.ai
,,nonwinner09.ai,nonwinner08.ai,nonwinner04.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner06.ai
,,nonwinner08.ai,nonwinner04.ai,nonwinner07.ai
,,nonwinner07.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner08.ai,nonwinner09.ai,nonwinner04.ai
,,nonwinner09.ai,nonwinner04.ai,nonwinner02.ai
,,nonwinner05.ai,nonwinner04.ai,nonwinner03.ai
,,nonwinner08.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner02.ai,nonwinner03.ai,nonwinner01.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner04.ai
,,nonwinner07.ai,nonwinner08.ai,nonwinner01.ai
2,playticket.ai,hold04.ai,hold54.ai,hold65.ai
,,nonwinner08.ai,nonwinner07.ai,nonwinner06.ai
,,nonwinner04.ai,nonwinner06.ai,nonwinner03.ai
,,nonwinner08.ai,nonwinner05.ai,nonwinner04.ai
,,nonwinner07.ai,nonwinner01.ai,nonwinner02.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner07.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner09.ai,nonwinner04.ai,nonwinner02.ai
,,nonwinner04.ai,nonwinner08.ai,nonwinner07.ai
,,nonwinner04.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner04.ai
,,nonwinner02.ai,nonwinner05.ai,nonwinner08.ai
,,nonwinner07.ai,nonwinner05.ai,nonwinner03.ai
,,nonwinner07.ai,nonwinner05.ai,nonwinner03.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner09.ai
,,nonwinner04.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner04.ai
24,playticket.ai,hold01.ai,hold42.ai,hold58.ai
,,nonwinner07.ai,nonwinner06.ai,nonwinner03.ai
,,nonwinner06.ai,nonwinner04.ai,nonwinner07.ai
,,nonwinner07.ai,nonwinner03.ai,nonwinner08.ai
,,nonwinner04.ai,nonwinner02.ai,nonwinner08.ai
,,nonwinner02.ai,nonwinner04.ai,nonwinner09.ai
,,nonwinner08.ai,nonwinner04.ai,nonwinner09.ai
,,nonwinner04.ai,nonwinner08.ai,nonwinner06.ai
,,nonwinner05.ai,nonwinner04.ai,nonwinner02.ai
,,nonwinner03.ai,nonwinner09.ai,nonwinner02.ai
,,nonwinner04.ai,nonwinner01.ai,nonwinner09.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner06.ai
,,nonwinner03.ai,nonwinner05.ai,nonwinner02.ai
,,nonwinner07.ai,nonwinner06.ai,nonwinner04.ai
,,nonwinner02.ai,nonwinner01.ai,nonwinner04.ai
,,nonwinner01.ai,nonwinner08.ai,nonwinner03.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner07.ai
,,nonwinner03.ai,nonwinner06.ai,nonwinner09.ai
18,playticket.ai,hold09.ai,hold45.ai,hold59.ai
4,playticket.ai,hold11.ai,hold41.ai,hold64.ai
,,nonwinner09.ai,nonwinner02.ai,nonwinner04.ai
,,nonwinner05.ai,nonwinner07.ai,nonwinner01.ai
,,nonwinner07.ai,nonwinner06.ai,nonwinner04.ai
,,nonwinner06.ai,nonwinner01.ai,nonwinner05.ai
22,playticket.ai,hold07.ai,hold47.ai,hold73.ai
,,nonwinner07.ai,nonwinner08.ai,nonwinner01.ai
,,nonwinner06.ai,nonwinner02.ai,nonwinner01.ai
5,playticket.ai,hold27.ai,hold56.ai,hold74.ai
,,nonwinner06.ai,nonwinner03.ai,nonwinner07.ai
,,nonwinner03.ai,nonwinner08.ai,nonwinner05.ai
,,nonwinner09.ai,nonwinner02.ai,nonwinner04.ai
3,playticket.ai,hold15.ai,hold26.ai,hold36.ai
,,nonwinner03.ai,nonwinner08.ai,nonwinner05.ai
,,nonwinner06.ai,nonwinner03.ai,nonwinner04.ai
,,nonwinner05.ai,nonwinner04.ai,nonwinner09.ai
,,nonwinner05.ai,nonwinner06.ai,nonwinner07.ai
,,nonwinner01.ai,nonwinner07.ai,nonwinner03.ai
,,nonwinner03.ai,nonwinner04.ai,nonwinner07.ai
,,nonwinner07.ai,nonwinner04.ai,nonwinner05.ai
,,nonwinner05.ai,nonwinner04.ai,nonwinner03.ai
,,nonwinner05.ai,nonwinner06.ai,nonwinner03.ai
,,nonwinner07.ai,nonwinner04.ai,nonwinner01.ai
,,nonwinner05.ai,nonwinner06.ai,nonwinner07.ai
17,playticket.ai,hold06.ai,hold22.ai,hold46.ai
5,playticket.ai,hold27.ai,hold56.ai,hold74.ai
,,nonwinner08.ai,nonwinner05.ai,nonwinner04.ai
,,nonwinner04.ai,nonwinner06.ai,nonwinner05.ai
,,nonwinner01.ai,nonwinner05.ai,nonwinner02.ai
,,nonwinner03.ai,nonwinner02.ai,nonwinner05.ai
9,playticket.ai,hold12.ai,hold38.ai,hold53.ai
,,nonwinner08.ai,nonwinner05.ai,nonwinner04.ai
,,nonwinner05.ai,nonwinner01.ai,nonwinner02.ai
,,nonwinner03.ai,nonwinner05.ai,nonwinner02.ai
,,nonwinner06.ai,nonwinner04.ai,nonwinner07.ai
